file,line,original_excerpt,replacement,confidence
_docs/_partners/data_and_analytics/customer_data_platform/mParticle/mparticle.md,221,will be,is,rerun
_docs/_partners/data_and_analytics/customer_data_platform/mParticle/mparticle.md,231,will be,is,rerun
_docs/_partners/data_and_analytics/customer_data_platform/mParticle/mparticle.md,231,will be,is,rerun
_docs/_partners/data_and_analytics/customer_data_platform/mParticle/mparticle.md,232,will be,is,rerun
_docs/_partners/data_and_analytics/customer_data_platform/mParticle/mparticle.md,232,will be,is,rerun
_docs/_partners/data_and_analytics/customer_data_platform/mParticle/mparticle.md,232,will be,is,rerun
_docs/_partners/data_and_analytics/customer_data_platform/mParticle/mparticle.md,239,will be,is,rerun
_docs/_partners/data_and_analytics/customer_data_platform/mParticle/mparticle.md,252,will send,sends,rerun
_docs/_partners/data_and_analytics/customer_data_platform/mParticle/mparticle.md,255,will be,is,rerun
_docs/_partners/data_and_analytics/customer_data_platform/mParticle/mparticle.md,256,will be,is,rerun
_docs/_partners/data_and_analytics/customer_data_platform/mParticle/mparticle.md,266,will be,is,rerun
_docs/_partners/data_and_analytics/analytics/inbox_monster.md,24,will be,is,rerun
_docs/_partners/data_and_analytics/analytics/contentsquare.md,45,will update,updates,rerun
_docs/_partners/data_and_analytics/analytics/contentsquare.md,51,will be available,is available,rerun
_docs/_partners/data_and_analytics/analytics/npaw.md,41,will be,is,rerun
_docs/_partners/data_and_analytics/analytics/npaw.md,52,you will,you,rerun
_docs/_partners/data_and_analytics/analytics/kickbox.md,16,will send,sends,rerun
_docs/_partners/data_and_analytics/analytics/mixpanel.md,36,will be,is,rerun
_docs/_partners/data_and_analytics/analytics/mixpanel.md,36,you will,you,rerun
_docs/_partners/data_and_analytics/analytics/mixpanel/mixpanel_cohort_import.md,18,will be removed,is removed,rerun
_docs/_partners/data_and_analytics/analytics/mixpanel/mixpanel_cohort_import.md,23,you will,you,rerun
_docs/_partners/data_and_analytics/analytics/mixpanel/mixpanel_cohort_import.md,40,will be added,is added,rerun
_docs/_partners/data_and_analytics/analytics/heap/heap_cohort_import.md,24,you will,you,rerun
_docs/_partners/data_and_analytics/analytics/heap/heap_cohort_import.md,57,will be added,is added,rerun
_docs/_partners/data_and_analytics/cloud_storage/microsoft_azure_blob_storage_for_currents.md,86,will be,is,rerun
_docs/_partners/data_and_analytics/cloud_storage/microsoft_azure_blob_storage_for_currents.md,86,will be,is,rerun
_docs/_partners/data_and_analytics/cloud_storage/microsoft_azure_blob_storage_for_currents.md,94,will be,is,rerun
_docs/_partners/data_and_analytics/cloud_storage/google_cloud_storage_for_currents.md,83,will be,is,rerun
_docs/_partners/data_and_analytics/cloud_storage/google_cloud_storage_for_currents.md,83,will be,is,rerun
_docs/_partners/data_and_analytics/cloud_storage/google_cloud_storage_for_currents.md,94,will be,is,rerun
_docs/_partners/data_and_analytics/cloud_storage/google_cloud_storage_for_currents.md,121,will be,is,rerun
_docs/_partners/data_and_analytics/cloud_storage/amazon_s3.md,63,you will,you,rerun
_docs/_partners/data_and_analytics/cloud_storage/amazon_s3.md,140,will be,is,rerun
_docs/_partners/data_and_analytics/cloud_storage/amazon_s3.md,140,will be,is,rerun
_docs/_partners/data_and_analytics/cloud_storage/amazon_s3.md,244,you will,you,rerun
_docs/_partners/data_and_analytics/cloud_storage/amazon_s3.md,318,will be,is,rerun
_docs/_partners/data_and_analytics/cloud_storage/amazon_s3.md,324,will be,is,rerun
_docs/_partners/data_and_analytics/cloud_storage/amazon_s3.md,326,you will,you,rerun
_docs/_partners/additional_channels_and_extensions/extensions/landing_pages/digioh.md,29,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/extensions/landing_pages/digioh.md,34,you will,you,rerun
_docs/_partners/additional_channels_and_extensions/extensions/landing_pages/komo.md,30,You will,You,rerun
_docs/_partners/additional_channels_and_extensions/extensions/landing_pages/komo.md,40,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/extensions/landing_pages/komo.md,56,You will,You,rerun
_docs/_partners/additional_channels_and_extensions/extensions/learning/edume.md,26,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/extensions/learning/edume.md,27,You will,You,rerun
_docs/_partners/additional_channels_and_extensions/extensions/learning/edume.md,57,will be added,is added,rerun
_docs/_partners/additional_channels_and_extensions/extensions/learning/edume.md,57,You will,You,rerun
_docs/_partners/additional_channels_and_extensions/extensions/learning/edume.md,58,will be available,is available,rerun
_docs/_partners/additional_channels_and_extensions/extensions/surveys/iterate.md,74,you will,you,rerun
_docs/_partners/additional_channels_and_extensions/extensions/surveys/typeform.md,48,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/extensions/surveys/typeform.md,48,you will,you,rerun
_docs/_partners/additional_channels_and_extensions/extensions/surveys/typeform.md,329,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/extensions/surveys/typeform.md,329,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/extensions/surveys/typeform.md,617,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/extensions/surveys/jebbit.md,44,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/mobile_wallet/passkit.md,25,You will,You,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/mobile_wallet/passkit.md,26,you will,you,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/mobile_wallet/passkit.md,26,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/mobile_wallet/passkit.md,53,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/mobile_wallet/passkit.md,57,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/mobile_wallet/passkit.md,56,you will,you,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/mobile_wallet/passkit.md,97,we will,we,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/mobile_wallet/passkit.md,106,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/mobile_wallet/passkit.md,138,you will,you,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/mobile_wallet/passkit.md,204,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/messenger.md,28,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/messenger.md,23,You will,You,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/messenger.md,44,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/messenger.md,65,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/sendbird.md,54,you will,you,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/sendbird.md,111,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/front.md,26,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/front.md,27,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/front.md,108,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/front.md,123,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/front.md,147,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/front.md,221,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/front.md,221,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/zendesk_chat.md,21,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/zendesk_chat.md,73,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/zendesk_chat.md,89,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/zendesk_chat.md,178,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/regal.md,229,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/regal.md,241,you will,you,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/regal.md,248,will be created,is created,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/instant_chat/regal.md,248,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/advertising/liveramp.md,53,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/advertising/liveramp.md,149,will be,is,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/direct_mail/inkit.md,28,you will,you,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/direct_mail/inkit.md,49,you will,you,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/direct_mail/optilyz.md,26,will provide,provides,rerun
_docs/_partners/additional_channels_and_extensions/additional_channels/direct_mail/optilyz.md,48,will provide,provides,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/revenuecat.md,23,you will,you,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/revenuecat.md,113,will send,sends,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/revenuecat.md,120,will send,sends,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/revenuecat.md,145,will be,is,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/stripe.md,46,will be,is,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/stripe.md,69,will be,is,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/stripe.md,240,will be,is,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/stripe.md,240,will be,is,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/olo.md,46,will be,is,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/olo.md,55,will be,is,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/olo.md,59,will be,is,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/olo.md,59,you will,you,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/olo.md,85,you will,you,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/olo.md,89,you will,you,rerun
_docs/_partners/ecommerce/ordering_payments_subscription/olo.md,245,will start,starts,rerun
_docs/_partners/ecommerce/analytics_workflow/peak.md,33,will be,is,rerun
_docs/_partners/ecommerce/analytics_workflow/tangerine.md,46,will be,is,rerun
_docs/_partners/ecommerce/analytics_workflow/wunderkind.md,30,will be,is,rerun
_docs/_partners/ecommerce/payments/transcend.md,36,you will,you,rerun
_docs/_partners/ecommerce/shopify/discount_codes.md,72,will be,is,rerun
_docs/_partners/ecommerce/shopify/discount_codes.md,84,will receive,receives,rerun
_docs/_partners/ecommerce/shopify/shopify_standard_integration.md,58,will be,is,rerun
_docs/_partners/ecommerce/shopify/shopify_standard_integration.md,75,will be,is,rerun
_docs/_partners/ecommerce/shopify/shopify_standard_integration.md,82,will be,is,rerun
_docs/_partners/ecommerce/shopify/shopify_standard_integration.md,223,will be,is,rerun
_docs/_partners/ecommerce/shopify/shopify_standard_integration.md,261,you will,you,rerun
_docs/_partners/ecommerce/shopify/shopify_overview.md,33,we will,we,rerun
_docs/_partners/ecommerce/shopify/shopify_overview.md,35,will be,is,rerun
_docs/_partners/ecommerce/shopify/shopify_overview.md,49,you will,you,rerun
_docs/_partners/ecommerce/shopify/shopify_overview.md,80,will be,is,rerun
_docs/_partners/ecommerce/shopify/shopify_overview.md,84,will be,is,rerun
_docs/_partners/ecommerce/shopify/multiple_stores.md,51,will receive,receives,rerun
_docs/_partners/ecommerce/shopify/multiple_stores.md,65,will be,is,rerun
_docs/_partners/ecommerce/shopify/multiple_stores.md,105,will be,is,rerun
_docs/_partners/ecommerce/shopify/shopify_data_features.md,795,will update,updates,rerun
_docs/_partners/ecommerce/shopify/shopify_data_features.md,820,you will,you,rerun
_docs/_partners/ecommerce/shopify/shopify_data_features.md,829,we will,we,rerun
_docs/_partners/ecommerce/shopify/shopify_data_features.md,832,will be,is,rerun
_docs/_partners/ecommerce/shopify/shopify_custom_integration.md,592,will be,is,rerun
_docs/_partners/ecommerce/shopify/shopify_custom_integration.md,604,will be,is,rerun
_docs/_partners/ecommerce/shopify/shopify_custom_integration.md,729,will be,is,rerun
_docs/_partners/ecommerce/shopify/shopify_catalogs.md,13,will update,updates,rerun
_docs/_partners/ecommerce/shopify/shopify_catalogs.md,35,will be,is,rerun
_docs/_partners/ecommerce/shopify/shopify_catalogs.md,45,will receive,receives,rerun
_docs/_partners/ecommerce/shopify/shopify_catalogs.md,51,will receive,receives,rerun
_docs/_partners/ecommerce/shopify/shopify_catalogs.md,105,will be,is,rerun
_docs/_partners/ecommerce/shopify/shopify_catalogs.md,92,you will,you,rerun
_docs/_partners/ecommerce/loyalty/swym.md,54,will be,is,rerun
_docs/_partners/ecommerce/loyalty/voucherify/voucherify_distribution_with_braze_custom_attributes.md,63,will be,is,rerun
_docs/_partners/ecommerce/loyalty/voucherify/voucherify_distribution_with_braze_custom_attributes.md,71,will be added,is added,rerun
_docs/_partners/ecommerce/loyalty/voucherify/voucherify_using_braze_promotion_codes_list.md,31,will be,is,rerun
_docs/_partners/ecommerce/loyalty/voucherify/voucherify_fetching_data_through_braze_connected_content.md,69,will receive,receives,rerun
_docs/_partners/ecommerce/loyalty/voucherify/voucherify_fetching_data_through_braze_connected_content.md,87,will receive,receives,rerun
_docs/_partners/ecommerce/loyalty/voucherify/voucherify_fetching_data_through_braze_connected_content.md,243,will be,is,rerun
_docs/_partners/canvas_audience_sync/overview.md,18,you will,you,rerun
_docs/_partners/canvas_audience_sync/overview.md,78,will provide,provides,rerun
_docs/_partners/canvas_audience_sync/overview.md,78,will be available,is available,rerun
_docs/_partners/canvas_audience_sync/overview.md,92,will receive,receives,rerun
_docs/_partners/canvas_audience_sync/overview.md,96,will receive,receives,rerun
_docs/_partners/canvas_audience_sync/overview.md,106,will be,is,rerun
_docs/_partners/canvas_audience_sync/snapchat_audience_sync.md,56,will be,is,rerun
_docs/_partners/canvas_audience_sync/snapchat_audience_sync.md,60,will be,is,rerun
_docs/_partners/canvas_audience_sync/snapchat_audience_sync.md,86,will be,is,rerun
_docs/_partners/canvas_audience_sync/snapchat_audience_sync.md,104,will be created,is created,rerun
_docs/_partners/canvas_audience_sync/snapchat_audience_sync.md,104,will be,is,rerun
_docs/_partners/canvas_audience_sync/snapchat_audience_sync.md,132,will be,is,rerun
_docs/_partners/canvas_audience_sync/criteo_audience_sync.md,32,You will,You,rerun
_docs/_partners/canvas_audience_sync/criteo_audience_sync.md,48,will appear,appears,rerun
_docs/_partners/canvas_audience_sync/criteo_audience_sync.md,54,will be,is,rerun
_docs/_partners/canvas_audience_sync/criteo_audience_sync.md,58,will be,is,rerun
_docs/_partners/canvas_audience_sync/criteo_audience_sync.md,64,will be,is,rerun
_docs/_partners/canvas_audience_sync/criteo_audience_sync.md,97,will be,is,rerun
_docs/_partners/canvas_audience_sync/criteo_audience_sync.md,114,will be created,is created,rerun
_docs/_partners/canvas_audience_sync/criteo_audience_sync.md,114,will be,is,rerun
_docs/_partners/canvas_audience_sync/criteo_audience_sync.md,142,will be,is,rerun
_docs/_partners/canvas_audience_sync/facebook_audience_sync.md,17,will be,is,rerun
_docs/_partners/canvas_audience_sync/facebook_audience_sync.md,53,will appear,appears,rerun
_docs/_partners/canvas_audience_sync/facebook_audience_sync.md,64,You will,You,rerun
_docs/_partners/canvas_audience_sync/facebook_audience_sync.md,120,will be,is,rerun
_docs/_partners/canvas_audience_sync/facebook_audience_sync.md,128,will be created,is created,rerun
_docs/_partners/canvas_audience_sync/facebook_audience_sync.md,128,will be,is,rerun
_docs/_partners/canvas_audience_sync/facebook_audience_sync.md,130,will be,is,rerun
_docs/_partners/canvas_audience_sync/facebook_audience_sync.md,150,will be,is,rerun
_docs/_partners/canvas_audience_sync/linkedin_audience_sync.md,50,will be,is,rerun
_docs/_partners/canvas_audience_sync/linkedin_audience_sync.md,54,will be,is,rerun
_docs/_partners/canvas_audience_sync/linkedin_audience_sync.md,60,will be,is,rerun
_docs/_partners/canvas_audience_sync/linkedin_audience_sync.md,99,will be,is,rerun
_docs/_partners/canvas_audience_sync/linkedin_audience_sync.md,118,will be created,is created,rerun
_docs/_partners/canvas_audience_sync/linkedin_audience_sync.md,118,will be,is,rerun
_docs/_partners/canvas_audience_sync/linkedin_audience_sync.md,146,will be,is,rerun
_docs/_partners/canvas_audience_sync/faq.md,26,will be,is,rerun
_docs/_partners/canvas_audience_sync/faq.md,32,will be,is,rerun
_docs/_partners/canvas_audience_sync/faq.md,26,you will,you,rerun
_docs/_partners/canvas_audience_sync/pinterest_audience_sync.md,59,will be,is,rerun
_docs/_partners/canvas_audience_sync/pinterest_audience_sync.md,85,will be,is,rerun
_docs/_partners/canvas_audience_sync/pinterest_audience_sync.md,102,will be created,is created,rerun
_docs/_partners/canvas_audience_sync/pinterest_audience_sync.md,102,will be,is,rerun
_docs/_partners/canvas_audience_sync/pinterest_audience_sync.md,130,will be,is,rerun
_docs/_partners/canvas_audience_sync/pinterest_audience_sync.md,137,will update,updates,rerun
_docs/_partners/canvas_audience_sync/tiktok_audience_sync.md,53,you will,you,rerun
_docs/_partners/canvas_audience_sync/tiktok_audience_sync.md,57,will be,is,rerun
_docs/_partners/canvas_audience_sync/tiktok_audience_sync.md,85,will be,is,rerun
_docs/_partners/canvas_audience_sync/tiktok_audience_sync.md,103,will be created,is created,rerun
_docs/_partners/canvas_audience_sync/tiktok_audience_sync.md,103,will be,is,rerun
_docs/_partners/canvas_audience_sync/tiktok_audience_sync.md,131,will be,is,rerun
_docs/_partners/canvas_audience_sync/tiktok_audience_sync.md,150,will update,updates,rerun
_docs/_partners/canvas_audience_sync/google_audience_sync.md,43,will be,is,rerun
_docs/_partners/canvas_audience_sync/google_audience_sync.md,74,will continue to,continues to,rerun
_docs/_partners/canvas_audience_sync/google_audience_sync.md,83,will be,is,rerun
_docs/_partners/canvas_audience_sync/google_audience_sync.md,89,will be available,is available,rerun
_docs/_partners/canvas_audience_sync/google_audience_sync.md,114,will be,is,rerun
_docs/_partners/canvas_audience_sync/google_audience_sync.md,148,will be,is,rerun
_docs/_partners/canvas_audience_sync/google_audience_sync.md,182,will provide,provides,rerun
_docs/_partners/canvas_audience_sync/google_audience_sync.md,191,will be,is,rerun
_docs/_partners/canvas_audience_sync/google_audience_sync.md,194,will be,is,rerun
_docs/_partners/canvas_audience_sync/google_audience_sync.md,211,will be,is,rerun
_docs/_partners/message_orchestration/deeplinking/appsflyer/appsflyer.md,38,you will,you,rerun
_docs/_partners/message_orchestration/deeplinking/appsflyer/appsflyer.md,53,will be,is,rerun
_docs/_partners/message_orchestration/deeplinking/appsflyer/appsflyer.md,102,you will,you,rerun
_docs/_partners/message_orchestration/deeplinking/appsflyer/appsflyer.md,135,will be added,is added,rerun
_docs/_partners/message_orchestration/attribution/branch_for_attribution.md,37,you will,you,rerun
_docs/_partners/message_orchestration/attribution/branch_for_attribution.md,55,will be,is,rerun
_docs/_partners/message_orchestration/attribution/branch_for_attribution.md,87,you will,you,rerun
_docs/_partners/message_orchestration/attribution/airbridge.md,38,you will,you,rerun
_docs/_partners/message_orchestration/attribution/airbridge.md,197,you will,you,rerun
_docs/_partners/message_orchestration/attribution/kochava.md,45,will be,is,rerun
_docs/_partners/message_orchestration/attribution/kochava.md,50,you will,you,rerun
_docs/_partners/message_orchestration/attribution/kochava.md,67,you will,you,rerun
_docs/_partners/message_orchestration/attribution/kochava.md,71,will be,is,rerun
_docs/_partners/message_orchestration/attribution/singular.md,36,you will,you,rerun
_docs/_partners/message_orchestration/attribution/singular.md,46,will be,is,rerun
_docs/_partners/message_orchestration/attribution/singular.md,79,you will,you,rerun
_docs/_partners/message_orchestration/attribution/singular.md,81,You will,You,rerun
_docs/_partners/message_orchestration/attribution/adjust.md,46,will be,is,rerun
_docs/_partners/message_orchestration/attribution/adjust.md,57,will be,is,rerun
_docs/_partners/message_orchestration/attribution/adjust.md,59,will be,is,rerun
_docs/_partners/message_orchestration/attribution/adjust.md,70,you will,you,rerun
_docs/_partners/message_orchestration/attribution/adjust.md,70,you will,you,rerun
_docs/_partners/message_orchestration/attribution/adjust.md,77,you will,you,rerun
_docs/_partners/message_orchestration/templates/alpaco.md,26,will be,is,rerun
_docs/_partners/message_orchestration/templates/alpaco.md,69,will appear,appears,rerun
_docs/_partners/message_orchestration/templates/taxi_for_email.md,27,will be,is,rerun
_docs/_partners/message_orchestration/templates/smartersends.md,74,will be,is,rerun
_docs/_partners/message_orchestration/templates/iam_studio.md,75,will be,is,rerun
_docs/_partners/message_orchestration/templates/sageflo.md,27,will be,is,rerun
_docs/_partners/message_orchestration/templates/sageflo.md,41,will be,is,rerun
_docs/_partners/message_orchestration/templates/stensul.md,49,You will,You,rerun
_docs/_partners/message_orchestration/retargeting/facebook.md,35,you will,you,rerun
_docs/_partners/message_orchestration/retargeting/facebook.md,52,will be,is,rerun
_docs/_partners/message_orchestration/retargeting/facebook.md,56,You will,You,rerun
_docs/_partners/message_orchestration/retargeting/facebook.md,69,will be,is,rerun
_docs/_partners/message_orchestration/retargeting/facebook.md,69,will be,is,rerun
_docs/_partners/message_orchestration/retargeting/facebook.md,79,will receive,receives,rerun
_docs/_partners/message_orchestration/retargeting/facebook.md,93,will be,is,rerun
_docs/_partners/message_orchestration/retargeting/remerge.md,26,will be,is,rerun
_docs/_partners/message_orchestration/retargeting/quikly.md,93,will be,is,rerun
_docs/_partners/message_orchestration/retargeting/quikly.md,93,will be,is,rerun
_docs/_partners/message_orchestration/retargeting/jampp.md,67,will appear,appears,rerun
_docs/_partners/message_orchestration/retargeting/jampp.md,69,you will,you,rerun
_docs/_partners/message_orchestration/retargeting/adikteev.md,71,you will,you,rerun
_docs/_partners/message_personalization/referrals/friendbuy.md,52,will be,is,rerun
_docs/_partners/message_personalization/referrals/friendbuy.md,54,will be,is,rerun
_docs/_partners/message_personalization/referrals/mention_me.md,37,will send,sends,rerun
_docs/_partners/message_personalization/referrals/mention_me.md,37,will be,is,rerun
_docs/_partners/message_personalization/referrals/extole.md,55,will send,sends,rerun
_docs/_partners/message_personalization/referrals/extole.md,74,will send,sends,rerun
_docs/_partners/message_personalization/location/bluedot.md,52,will send,sends,rerun
_docs/_partners/message_personalization/location/bluedot.md,54,will send,sends,rerun
_docs/_partners/message_personalization/location/foursquare.md,30,will receive,receives,rerun
_docs/_partners/message_personalization/location/foursquare.md,51,will send,sends,rerun
_docs/_partners/message_personalization/location/radar.md,49,will send,sends,rerun
_docs/_partners/message_personalization/location/radar.md,49,will be,is,rerun
_docs/_partners/message_personalization/location/radar.md,49,will be,is,rerun
_docs/_partners/message_personalization/location/radar.md,63,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/worthy.md,20,will appear,appears,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/worthy.md,36,You will,You,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/yotpo.md,25,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/yotpo.md,26,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/yotpo.md,29,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/yotpo.md,72,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/yotpo.md,95,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/yotpo.md,124,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/yotpo.md,164,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/yotpo.md,168,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/seen.md,26,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/seen.md,55,will receive,receives,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/seen.md,74,will receive,receives,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/seen.md,87,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/stylitics.md,46,you will,you,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/future_anthem.md,80, You, you,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/future_anthem.md,83, You, you,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/future_anthem.md,84, You, you,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink.md,63,will appear,appears,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink.md,74,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink.md,98,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink.md,150,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/storyly.md,48,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/storyly.md,60,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/storyly.md,54,you will,you,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/odicci.md,32, You, you,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/da_vinci.md,21,will provide,provides,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/da_vinci.md,27,will provide,provides,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/da_vinci.md,27,You will,You,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/customer_data_api.md,13,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/customer_data_api.md,26,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/customer_data_api.md,27,You will,You,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/customer_data_api.md,28,You will,You,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/customer_data_api.md,28,You will,You,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/customer_data_api.md,68,You will,You,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/customer_data_api.md,71,you will,you,rerun
_docs/_partners/message_personalization/dynamic_content/visual_and_interactive_content/movable_ink/dynamic_sms_link.md,36,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations/personalize.md,50,will continue to,continues to,rerun
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations/personalize.md,44,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations/amazon_personalize/amazon_personalize.md,43,we will,we,rerun
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations/amazon_personalize/amazon_personalize.md,71,we will,we,rerun
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations/amazon_personalize/workshop.md,22,You will,You,rerun
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations/amazon_personalize/workshop.md,35,will send,sends,rerun
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations/amazon_personalize/workshop.md,39,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/personalized_recommendations/amazon_personalize/workshop.md,39,you will,you,rerun
_docs/_partners/message_personalization/dynamic_content/content_optimization_testing/trustpilot.md,36,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/content_optimization_testing/trustpilot.md,26,You will,You,rerun
_docs/_partners/message_personalization/dynamic_content/content_optimization_testing/notify.md,24,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/content_optimization_testing/just_words.md,86,will receive,receives,rerun
_docs/_partners/message_personalization/dynamic_content/content_optimization_testing/jacquard.md,30,will be,is,rerun
_docs/_partners/message_personalization/dynamic_content/personalization_engines/sheetlabs.md,43,You will,You,rerun
